Date,Min Delay,Min Gap,Hour,Month,DayFriday,DayMonday,DaySaturday,DaySunday,DayThursday,DayTuesday,DayWednesday
2023-01-07T00:00:00Z,0,0,22,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,22,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,22,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,22,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,22,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,23,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,23,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,23,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,0,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,0,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,1,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,2,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,12,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,0,0,19,January,0,0,1,0,0,0,0
2023-01-07T00:00:00Z,5,10,20,January,0,0,1,0,0,0,0
2023-01-08T00:00:00Z,0,0,2,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,0,0,22,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,0,0,7,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,5,10,8,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,9,14,8,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,6,12,8,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,0,0,9,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,11,15,10,January,0,0,0,1,0,0,0
2023-01-08T00:00:00Z,4,8,10,January,0,0,0,1,0,0,0
